NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0.35607,0.32917,0.31483,0.31755,0.2934,0.27681,0.29629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0.34568,0.30858,0.30285,0.32339,0.34056,0.32634,0.32009,0.32198,0.30907,0.29948,0.29239,0.28044,0.29887,0.34252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0.31081,0.27144,0.25752,0.25637,0.27387,0.30295,0.32346,0.35012,0.35367,0.3358,0.30916,0.27015,0.23268,0.26842,0.30331,0.29972,0.26021,0.22265,0.23464,0.2481,0.26191,0.30418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0.34355,0.31078,0.26088,0.22601,0.22993,0.26802,0.2979,0.31334,0.31037,0.29234,0.27158,0.26637,0.22169,0.23129,0.27861,0.278,0.24605,0.22246,0.21322,0.24776,0.2629,0.28335,0.3053,0.29706,0.27426,0.26139,0.23812,0.22849,0.27048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.38944,0.33192,0.29032,0.28526,0.28025,0.2614,0.24192,0.22815,0.20896,0.17744,0.16179,0.15711,0.19645,0.25768,0.25948,0.20798,0.19997,0.2279,0.27903,0.30133,0.34007,0.36488,0.32388,0.25109,0.22639,0.21284,0.20993,0.24412,0.23665,0.20501,0.22655,0.26383,0.26096,0.23253,0.23223,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.45713,0.43421,0.40686,0.37487,0.33066,0.26709,0.19952,0.17379,0.17164,0.1375,0.11025,0.12949,0.17322,0.23389,0.24953,0.21817,0.25264,0.28523,0.29203,0.31025,0.34986,0.38607,0.33916,0.2364,0.20331,0.17899,0.16426,0.18802,0.19835,0.19419,0.19864,0.21122,0.21009,0.23035,0.26975,0.27538,0.27011,NaN,NaN,NaN,NaN
NaN,NaN,0.48121,0.47479,0.45247,0.4223,0.3834,0.33222,0.24125,0.17887,0.16968,0.14255,0.13152,0.14694,0.16629,0.20509,0.24004,0.26796,0.316,0.32988,0.29681,0.30535,0.33852,0.38005,0.35021,0.24113,0.17765,0.14143,0.1292,0.15075,0.17065,0.16885,0.15726,0.15782,0.16538,0.19395,0.23143,0.25691,0.30884,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.47838,0.4758,0.4565,0.44846,0.42087,0.34593,0.26482,0.23871,0.22546,0.19382,0.18467,0.1948,0.22908,0.28668,0.3292,0.35093,0.36497,0.31972,0.30392,0.34631,0.39152,0.3586,0.25473,0.17435,0.1422,0.13637,0.15046,0.16276,0.16986,0.18805,0.19427,0.20526,0.22547,0.24684,0.28239,0.3404,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.46679,0.47443,0.46398,0.48769,0.47809,0.42198,0.37231,0.35912,0.32077,0.23806,0.22977,0.28511,0.3468,0.38749,0.40169,0.4118,0.39168,0.33129,0.31995,0.36637,0.38995,0.34951,0.2915,0.20427,0.1621,0.1608,0.16568,0.1722,0.20181,0.26295,0.27175,0.24526,0.24461,0.28351,0.32289,0.36078,0.36252,NaN,NaN,NaN
