"utm_x","utm_y","var1.pred","var1.var"
320728.357524,5638341.842322,NaN,NaN
320729.357524,5638341.842322,NaN,NaN
320730.357524,5638341.842322,NaN,NaN
320731.357524,5638341.842322,NaN,NaN
320732.357524,5638341.842322,NaN,NaN
320733.357524,5638341.842322,NaN,NaN
320734.357524,5638341.842322,NaN,NaN
320735.357524,5638341.842322,NaN,NaN
320736.357524,5638341.842322,NaN,NaN
320737.357524,5638341.842322,NaN,NaN
320738.357524,5638341.842322,NaN,NaN
320739.357524,5638341.842322,NaN,NaN
320740.357524,5638341.842322,NaN,NaN
320741.357524,5638341.842322,NaN,NaN
320742.357524,5638341.842322,NaN,NaN
320743.357524,5638341.842322,NaN,NaN
320744.357524,5638341.842322,NaN,NaN
320745.357524,5638341.842322,NaN,NaN
320746.357524,5638341.842322,NaN,NaN
320747.357524,5638341.842322,NaN,NaN
320748.357524,5638341.842322,NaN,NaN
320749.357524,5638341.842322,NaN,NaN
320750.357524,5638341.842322,NaN,NaN
320751.357524,5638341.842322,NaN,NaN
320752.357524,5638341.842322,NaN,NaN
320753.357524,5638341.842322,NaN,NaN
320754.357524,5638341.842322,NaN,NaN
320755.357524,5638341.842322,NaN,NaN
320756.357524,5638341.842322,NaN,NaN
320757.357524,5638341.842322,NaN,NaN
320758.357524,5638341.842322,NaN,NaN
320759.357524,5638341.842322,NaN,NaN
320760.357524,5638341.842322,NaN,NaN
320761.357524,5638341.842322,NaN,NaN
320762.357524,5638341.842322,NaN,NaN
320763.357524,5638341.842322,NaN,NaN
320764.357524,5638341.842322,NaN,NaN
320765.357524,5638341.842322,NaN,NaN
320766.357524,5638341.842322,NaN,NaN
320767.357524,5638341.842322,NaN,NaN
320768.357524,5638341.842322,NaN,NaN
320769.357524,5638341.842322,NaN,NaN
320770.357524,5638341.842322,NaN,NaN
320771.357524,5638341.842322,NaN,NaN
320772.357524,5638341.842322,NaN,NaN
320773.357524,5638341.842322,NaN,NaN
320774.357524,5638341.842322,NaN,NaN
320775.357524,5638341.842322,NaN,NaN
320776.357524,5638341.842322,NaN,NaN
320777.357524,5638341.842322,NaN,NaN
320778.357524,5638341.842322,NaN,NaN
320779.357524,5638341.842322,NaN,NaN
320780.357524,5638341.842322,NaN,NaN
320781.357524,5638341.842322,NaN,NaN
320782.357524,5638341.842322,NaN,NaN
320783.357524,5638341.842322,NaN,NaN
320784.357524,5638341.842322,NaN,NaN
320785.357524,5638341.842322,NaN,NaN
320786.357524,5638341.842322,NaN,NaN
320787.357524,5638341.842322,NaN,NaN
320788.357524,5638341.842322,NaN,NaN
320789.357524,5638341.842322,NaN,NaN
320790.357524,5638341.842322,NaN,NaN
320791.357524,5638341.842322,NaN,NaN
320792.357524,5638341.842322,NaN,NaN
320793.357524,5638341.842322,NaN,NaN
320794.357524,5638341.842322,NaN,NaN
320795.357524,5638341.842322,NaN,NaN
320796.357524,5638341.842322,NaN,NaN
320797.357524,5638341.842322,NaN,NaN
320798.357524,5638341.842322,NaN,NaN
320799.357524,5638341.842322,NaN,NaN
320800.357524,5638341.842322,NaN,NaN
320801.357524,5638341.842322,NaN,NaN
320802.357524,5638341.842322,NaN,NaN
320803.357524,5638341.842322,NaN,NaN
320804.357524,5638341.842322,NaN,NaN
320805.357524,5638341.842322,NaN,NaN
320806.357524,5638341.842322,NaN,NaN
320807.357524,5638341.842322,NaN,NaN
320808.357524,5638341.842322,NaN,NaN
320809.357524,5638341.842322,NaN,NaN
320810.357524,5638341.842322,NaN,NaN
320811.357524,5638341.842322,NaN,NaN
320812.357524,5638341.842322,NaN,NaN
320813.357524,5638341.842322,NaN,NaN
320814.357524,5638341.842322,NaN,NaN
320815.357524,5638341.842322,NaN,NaN
320816.357524,5638341.842322,NaN,NaN
320817.357524,5638341.842322,NaN,NaN
320818.357524,5638341.842322,NaN,NaN
320819.357524,5638341.842322,NaN,NaN
320820.357524,5638341.842322,NaN,NaN
320821.357524,5638341.842322,NaN,NaN
320822.357524,5638341.842322,NaN,NaN
320823.357524,5638341.842322,NaN,NaN
320824.357524,5638341.842322,NaN,NaN
320825.357524,5638341.842322,NaN,NaN
320826.357524,5638341.842322,NaN,NaN
320827.357524,5638341.842322,NaN,NaN
320828.357524,5638341.842322,NaN,NaN
320829.357524,5638341.842322,NaN,NaN
320830.357524,5638341.842322,NaN,NaN
320831.357524,5638341.842322,NaN,NaN
320832.357524,5638341.842322,NaN,NaN
320833.357524,5638341.842322,NaN,NaN
320834.357524,5638341.842322,NaN,NaN
320835.357524,5638341.842322,NaN,NaN
320836.357524,5638341.842322,NaN,NaN
320837.357524,5638341.842322,NaN,NaN
320838.357524,5638341.842322,NaN,NaN
320839.357524,5638341.842322,NaN,NaN
320840.357524,5638341.842322,NaN,NaN
320841.357524,5638341.842322,NaN,NaN
320842.357524,5638341.842322,NaN,NaN
320843.357524,5638341.842322,NaN,NaN
320844.357524,5638341.842322,NaN,NaN
320845.357524,5638341.842322,NaN,NaN
320846.357524,5638341.842322,NaN,NaN
320686.357524,5638342.842322,NaN,NaN
320687.357524,5638342.842322,NaN,NaN
320688.357524,5638342.842322,NaN,NaN
320689.357524,5638342.842322,NaN,NaN
320690.357524,5638342.842322,NaN,NaN
320691.357524,5638342.842322,NaN,NaN
320692.357524,5638342.842322,NaN,NaN
320693.357524,5638342.842322,NaN,NaN
320694.357524,5638342.842322,NaN,NaN
320695.357524,5638342.842322,NaN,NaN
320696.357524,5638342.842322,NaN,NaN
320697.357524,5638342.842322,NaN,NaN
320698.357524,5638342.842322,NaN,NaN
320699.357524,5638342.842322,NaN,NaN
320700.357524,5638342.842322,4.25721111155719,0.026423491443624
320701.357524,5638342.842322,4.23073027323344,0.0221495148759407
320702.357524,5638342.842322,4.16720963047324,0.0205354178129198
320703.357524,5638342.842322,4.1536413576877,0.0191893108305359
320704.357524,5638342.842322,4.02980310051432,0.0189342450602299
320705.357524,5638342.842322,3.95662536056701,0.0195116043958555
320706.357524,5638342.842322,3.90781029139376,0.0195877998480807
320707.357524,5638342.842322,3.93844499850821,0.0198455348330128
320708.357524,5638342.842322,3.89572400521081,0.0207949382548513
320709.357524,5638342.842322,3.90067851279753,0.0212761491410209
320710.357524,5638342.842322,4.00493413014006,0.0214250614923562
320711.357524,5638342.842322,3.97862523522234,0.0217802586051492
320712.357524,5638342.842322,3.84771830131984,0.0214995341914194
320713.357524,5638342.842322,3.68422197958512,0.0219353085446249
320714.357524,5638342.842322,3.69718958142097,0.0219703759970585
320715.357524,5638342.842322,3.60362165812325,0.0223488018969361
320716.357524,5638342.842322,3.49154491554915,0.0230091081477702
320717.357524,5638342.842322,3.49957368305967,0.0227886389216423
320718.357524,5638342.842322,3.57514791368855,0.0229031065128407
320719.357524,5638342.842322,3.62368026226245,0.0234098730804981
320720.357524,5638342.842322,3.54173069754153,0.0234573906265112
320721.357524,5638342.842322,3.57549321049768,0.0244156411072001
320722.357524,5638342.842322,3.63221360500126,0.0249818922480355
320723.357524,5638342.842322,3.65157664683894,0.025852222636788
320724.357524,5638342.842322,3.63917345500296,0.0268581015781687
320725.357524,5638342.842322,NaN,NaN
320726.357524,5638342.842322,NaN,NaN
320727.357524,5638342.842322,NaN,NaN
320728.357524,5638342.842322,NaN,NaN
320729.357524,5638342.842322,NaN,NaN
320730.357524,5638342.842322,NaN,NaN
320731.357524,5638342.842322,NaN,NaN
320732.357524,5638342.842322,NaN,NaN
320733.357524,5638342.842322,NaN,NaN
320734.357524,5638342.842322,NaN,NaN
320735.357524,5638342.842322,NaN,NaN
320736.357524,5638342.842322,NaN,NaN
320737.357524,5638342.842322,NaN,NaN
320738.357524,5638342.842322,NaN,NaN
320739.357524,5638342.842322,NaN,NaN
320740.357524,5638342.842322,NaN,NaN
320741.357524,5638342.842322,NaN,NaN
320742.357524,5638342.842322,NaN,NaN
320743.357524,5638342.842322,NaN,NaN
320744.357524,5638342.842322,NaN,NaN
320745.357524,5638342.842322,NaN,NaN
320746.357524,5638342.842322,NaN,NaN
320747.357524,5638342.842322,NaN,NaN
320748.357524,5638342.842322,NaN,NaN
320749.357524,5638342.842322,NaN,NaN
320750.357524,5638342.842322,NaN,NaN
320751.357524,5638342.842322,NaN,NaN
320752.357524,5638342.842322,NaN,NaN
320753.357524,5638342.842322,NaN,NaN
320754.357524,5638342.842322,NaN,NaN
320755.357524,5638342.842322,NaN,NaN
320756.357524,5638342.842322,NaN,NaN
320757.357524,5638342.842322,NaN,NaN
320758.357524,5638342.842322,NaN,NaN
320759.357524,5638342.842322,NaN,NaN
320760.357524,5638342.842322,NaN,NaN
320761.357524,5638342.842322,NaN,NaN
320762.357524,5638342.842322,NaN,NaN
320763.357524,5638342.842322,NaN,NaN
320764.357524,5638342.842322,NaN,NaN
320765.357524,5638342.842322,NaN,NaN
320766.357524,5638342.842322,NaN,NaN
320767.357524,5638342.842322,NaN,NaN
320768.357524,5638342.842322,NaN,NaN
320769.357524,5638342.842322,NaN,NaN
320770.357524,5638342.842322,NaN,NaN
320771.357524,5638342.842322,NaN,NaN
320772.357524,5638342.842322,NaN,NaN
320773.357524,5638342.842322,NaN,NaN
320774.357524,5638342.842322,NaN,NaN
320775.357524,5638342.842322,NaN,NaN
320776.357524,5638342.842322,NaN,NaN
320777.357524,5638342.842322,NaN,NaN
320778.357524,5638342.842322,NaN,NaN
320779.357524,5638342.842322,NaN,NaN
320780.357524,5638342.842322,NaN,NaN
320781.357524,5638342.842322,NaN,NaN
320782.357524,5638342.842322,NaN,NaN
320783.357524,5638342.842322,NaN,NaN
320784.357524,5638342.842322,NaN,NaN
320785.357524,5638342.842322,NaN,NaN
320786.357524,5638342.842322,NaN,NaN
320787.357524,5638342.842322,NaN,NaN
320788.357524,5638342.842322,NaN,NaN
320789.357524,5638342.842322,NaN,NaN
320790.357524,5638342.842322,NaN,NaN
320791.357524,5638342.842322,NaN,NaN
320792.357524,5638342.842322,NaN,NaN
320793.357524,5638342.842322,NaN,NaN
320794.357524,5638342.842322,NaN,NaN
320795.357524,5638342.842322,NaN,NaN
320796.357524,5638342.842322,NaN,NaN
320797.357524,5638342.842322,NaN,NaN
320798.357524,5638342.842322,NaN,NaN
320799.357524,5638342.842322,NaN,NaN
320800.357524,5638342.842322,NaN,NaN
320801.357524,5638342.842322,NaN,NaN
320802.357524,5638342.842322,NaN,NaN
320803.357524,5638342.842322,NaN,NaN
320804.357524,5638342.842322,NaN,NaN
320805.357524,5638342.842322,NaN,NaN
320806.357524,5638342.842322,NaN,NaN
320807.357524,5638342.842322,NaN,NaN
320808.357524,5638342.842322,NaN,NaN
320809.357524,5638342.842322,NaN,NaN
320810.357524,5638342.842322,NaN,NaN
320811.357524,5638342.842322,NaN,NaN
320812.357524,5638342.842322,NaN,NaN
320813.357524,5638342.842322,NaN,NaN
320814.357524,5638342.842322,NaN,NaN
320815.357524,5638342.842322,NaN,NaN
320816.357524,5638342.842322,NaN,NaN
320817.357524,5638342.842322,NaN,NaN
320818.357524,5638342.842322,NaN,NaN
320819.357524,5638342.842322,NaN,NaN
320820.357524,5638342.842322,NaN,NaN
320821.357524,5638342.842322,NaN,NaN
320822.357524,5638342.842322,NaN,NaN
320823.357524,5638342.842322,NaN,NaN
320824.357524,5638342.842322,NaN,NaN
320825.357524,5638342.842322,NaN,NaN
320826.357524,5638342.842322,NaN,NaN
320827.357524,5638342.842322,NaN,NaN
320828.357524,5638342.842322,NaN,NaN
320829.357524,5638342.842322,NaN,NaN
320830.357524,5638342.842322,NaN,NaN
320831.357524,5638342.842322,NaN,NaN
320832.357524,5638342.842322,NaN,NaN
320833.357524,5638342.842322,NaN,NaN
320834.357524,5638342.842322,NaN,NaN
320835.357524,5638342.842322,NaN,NaN
320836.357524,5638342.842322,NaN,NaN
320837.357524,5638342.842322,NaN,NaN
320838.357524,5638342.842322,NaN,NaN
320839.357524,5638342.842322,NaN,NaN
320840.357524,5638342.842322,NaN,NaN
320841.357524,5638342.842322,NaN,NaN
320842.357524,5638342.842322,NaN,NaN
320843.357524,5638342.842322,NaN,NaN
320844.357524,5638342.842322,NaN,NaN
320845.357524,5638342.842322,NaN,NaN
320846.357524,5638342.842322,NaN,NaN
320686.357524,5638343.842322,NaN,NaN
320687.357524,5638343.842322,NaN,NaN
320688.357524,5638343.842322,NaN,NaN
320689.357524,5638343.842322,NaN,NaN
320690.357524,5638343.842322,NaN,NaN
320691.357524,5638343.842322,NaN,NaN
320692.357524,5638343.842322,NaN,NaN
320693.357524,5638343.842322,NaN,NaN
320694.357524,5638343.842322,NaN,NaN
320695.357524,5638343.842322,NaN,NaN
320696.357524,5638343.842322,NaN,NaN
320697.357524,5638343.842322,NaN,NaN
320698.357524,5638343.842322,NaN,NaN
320699.357524,5638343.842322,NaN,NaN
320700.357524,5638343.842322,4.10665708656945,0.026550934850787
320701.357524,5638343.842322,4.01598205731825,0.0258728798410566
320702.357524,5638343.842322,4.03739569666064,0.0210306608667039
320703.357524,5638343.842322,4.01718739435593,0.0148871643631019
320704.357524,5638343.842322,3.92005621994708,0.0145776238134617
320705.357524,5638343.842322,3.80335957415287,0.0142852085276969
320706.357524,5638343.842322,3.82051753336825,0.0142356383636052
320707.357524,5638343.842322,3.93908393299899,0.0176793197149916
320708.357524,5638343.842322,3.87931912181187,0.0255717175612837
320709.357524,5638343.842322,3.87983243216494,0.0258810453090808
320710.357524,5638343.842322,3.99544614864007,0.0251255003519131
320711.357524,5638343.842322,3.95033590779406,0.0240196137136755
320712.357524,5638343.842322,3.85120720741667,0.0220993401305218
320713.357524,5638343.842322,3.68299216500761,0.0210106647330566
320714.357524,5638343.842322,3.64131378470146,0.0196610120519744
320715.357524,5638343.842322,3.55749909615948,0.0189722251771502
320716.357524,5638343.842322,3.46716464038207,0.0189174431190574
320717.357524,5638343.842322,3.43404343131559,0.0185889701166065
320718.357524,5638343.842322,3.48403004584434,0.0184263530024144
320719.357524,5638343.842322,3.52625249369366,0.0185745421737212
320720.357524,5638343.842322,3.46059057909843,0.0187306426440403
320721.357524,5638343.842322,3.50934380637861,0.0190259763362302
320722.357524,5638343.842322,3.56898501630875,0.0194454766839551
320723.357524,5638343.842322,3.62454586927125,0.0198773842961115
320724.357524,5638343.842322,3.60678790076005,0.0206807010354416
320725.357524,5638343.842322,3.6181331142024,0.0210882323734807
320726.357524,5638343.842322,3.66110984363313,0.0214652664877435
320727.357524,5638343.842322,3.69943717232156,0.0220800291157059
320728.357524,5638343.842322,3.74936142311569,0.022577467336778
320729.357524,5638343.842322,3.76367973055235,0.0233614268589001
320730.357524,5638343.842322,3.79395806283609,0.0233566391153661
320731.357524,5638343.842322,3.8418540104045,0.023851494147009
320732.357524,5638343.842322,3.86663580487232,0.0251975458760723
320733.357524,5638343.842322,3.94969937653291,0.0254180580010725
320734.357524,5638343.842322,NaN,NaN
320735.357524,5638343.842322,NaN,NaN
320736.357524,5638343.842322,NaN,NaN
320737.357524,5638343.842322,NaN,NaN
320738.357524,5638343.842322,NaN,NaN
320739.357524,5638343.842322,NaN,NaN
320740.357524,5638343.842322,NaN,NaN
320741.357524,5638343.842322,NaN,NaN
320742.357524,5638343.842322,NaN,NaN
320743.357524,5638343.842322,NaN,NaN
320744.357524,5638343.842322,NaN,NaN
320745.357524,5638343.842322,NaN,NaN
320746.357524,5638343.842322,NaN,NaN
320747.357524,5638343.842322,NaN,NaN
320748.357524,5638343.842322,NaN,NaN
320749.357524,5638343.842322,NaN,NaN
320750.357524,5638343.842322,NaN,NaN
320751.357524,5638343.842322,NaN,NaN
320752.357524,5638343.842322,NaN,NaN
320753.357524,5638343.842322,NaN,NaN
320754.357524,5638343.842322,NaN,NaN
320755.357524,5638343.842322,NaN,NaN
320756.357524,5638343.842322,NaN,NaN
320757.357524,5638343.842322,NaN,NaN
320758.357524,5638343.842322,NaN,NaN
320759.357524,5638343.842322,NaN,NaN
320760.357524,5638343.842322,NaN,NaN
320761.357524,5638343.842322,NaN,NaN
320762.357524,5638343.842322,NaN,NaN
320763.357524,5638343.842322,NaN,NaN
320764.357524,5638343.842322,NaN,NaN
320765.357524,5638343.842322,NaN,NaN
320766.357524,5638343.842322,NaN,NaN
320767.357524,5638343.842322,NaN,NaN
320768.357524,5638343.842322,NaN,NaN
320769.357524,5638343.842322,NaN,NaN
320770.357524,5638343.842322,NaN,NaN
320771.357524,5638343.842322,NaN,NaN
320772.357524,5638343.842322,NaN,NaN
320773.357524,5638343.842322,NaN,NaN
320774.357524,5638343.842322,NaN,NaN
320775.357524,5638343.842322,NaN,NaN
320776.357524,5638343.842322,NaN,NaN
320777.357524,5638343.842322,NaN,NaN
320778.357524,5638343.842322,NaN,NaN
320779.357524,5638343.842322,NaN,NaN
320780.357524,5638343.842322,NaN,NaN
320781.357524,5638343.842322,NaN,NaN
320782.357524,5638343.842322,NaN,NaN
320783.357524,5638343.842322,NaN,NaN
320784.357524,5638343.842322,NaN,NaN
320785.357524,5638343.842322,NaN,NaN
320786.357524,5638343.842322,NaN,NaN
320787.357524,5638343.842322,NaN,NaN
320788.357524,5638343.842322,NaN,NaN
320789.357524,5638343.842322,NaN,NaN
320790.357524,5638343.842322,NaN,NaN
320791.357524,5638343.842322,NaN,NaN
320792.357524,5638343.842322,NaN,NaN
320793.357524,5638343.842322,NaN,NaN
320794.357524,5638343.842322,NaN,NaN
320795.357524,5638343.842322,NaN,NaN
320796.357524,5638343.842322,NaN,NaN
320797.357524,5638343.842322,NaN,NaN
320798.357524,5638343.842322,NaN,NaN
320799.357524,5638343.842322,NaN,NaN
320800.357524,5638343.842322,NaN,NaN
320801.357524,5638343.842322,NaN,NaN
320802.357524,5638343.842322,NaN,NaN
320803.357524,5638343.842322,NaN,NaN
320804.357524,5638343.842322,NaN,NaN
320805.357524,5638343.842322,NaN,NaN
320806.357524,5638343.842322,NaN,NaN
320807.357524,5638343.842322,NaN,NaN
320808.357524,5638343.842322,NaN,NaN
320809.357524,5638343.842322,NaN,NaN
320810.357524,5638343.842322,NaN,NaN
320811.357524,5638343.842322,NaN,NaN
320812.357524,5638343.842322,NaN,NaN
320813.357524,5638343.842322,NaN,NaN
320814.357524,5638343.842322,NaN,NaN
320815.357524,5638343.842322,NaN,NaN
320816.357524,5638343.842322,NaN,NaN
320817.357524,5638343.842322,NaN,NaN
320818.357524,5638343.842322,NaN,NaN
320819.357524,5638343.842322,NaN,NaN
320820.357524,5638343.842322,NaN,NaN
320821.357524,5638343.842322,NaN,NaN
320822.357524,5638343.842322,NaN,NaN
320823.357524,5638343.842322,NaN,NaN
320824.357524,5638343.842322,NaN,NaN
320825.357524,5638343.842322,NaN,NaN
320826.357524,5638343.842322,NaN,NaN
320827.357524,5638343.842322,NaN,NaN
320828.357524,5638343.842322,NaN,NaN
320829.357524,5638343.842322,NaN,NaN
320830.357524,5638343.842322,NaN,NaN
320831.357524,5638343.842322,NaN,NaN
320832.357524,5638343.842322,NaN,NaN
320833.357524,5638343.842322,NaN,NaN
320834.357524,5638343.842322,NaN,NaN
320835.357524,5638343.842322,NaN,NaN
